Title;S3 Video URL;S3 Match File;S3 Match Score;Image de couverture;Muscle cible;Position de depart;Mouvement;Thème;serie;Contre-indication
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
Bucheron 1 genoux sur banc + poulie basse;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/dos/40.+Bucheron+1+genoux+banc+%2B+poulie+basse.mp4;groupes-musculaires/dos/40. Bucheron 1 genoux banc + poulie basse.mp4;0.9459;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/40.+Bucheron+1+genoux+banc+%2B+poulie+basse-thumb.jpg";Grand dorsal, biceps.;"Un genou et une main en appui sur le banc. L’autre jambe est tendue au sol avec le genou fléchit.

Bras tendu et dirigé vers le sol.

Courbe du dos neutre.

Tête dans le prolongement de la colonne vertébrale.";"Tirer le coude vers l’arrière et amener la main vers la poitrine.

Revenir lentement sans bloquer les coudes.

Tenir les abdominaux.";Bucheron;3X15 répétitions;aucune
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
Tirage bras tendus à genoux ballon;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/dos/23.+Tirage+bras+tendus+a%CC%80+genoux+sur+le+ballon.mp4;groupes-musculaires/dos/23. Tirage bras tendus à genoux sur le ballon.mp4;0.9067;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/23.+Tirage+bras+tendus+a%CC%80+genoux+sur+le+ballon-thumb.jpg";Grand dorsal, biceps.;"A genoux sur le ballon.

Bras tenus vers l’avant, main à hauteur des épaules.

Courbe lombaire neutre.";"Tirer la barre vers les cuisses.

Revenir lentement, mains à hauteur des épaules.

Tenir les abdominaux.";Tirage;3X15 répétitions;aucune
Epaule debout + un bras tendu sur le torse;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/streching/21.+Epaule+debout+%2B+un+bras+tendu+sur+le+torse.mp4;groupes-musculaires/streching/21. Epaule debout + un bras tendu sur le torse.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/21.+Epaule+debout+%2B+un+bras+tendu+sur+le+torse-thumb.jpg";Epaule;Debout les pieds largeur des épaules ou un peu plus.;"Amener le bras tendu contre la poitrine.

Le maintenir avec l’autre main.

Gonfler le ventre à chaque inspiration et vider l’air des poumons à chaque expiration.";Epaule;Maintenir 1 minute et plus.;aucune
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;Crunch, oblique, gainage;;
Elévation frontale en position de fente + haltère;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/dos/17.+Tirage+poitrine+position+de+fente+%2B+2+bras+%2B+e%CC%81lastique.mp4;groupes-musculaires/dos/17. Tirage poitrine position de fente + 2 bras + élastique.mp4;0.6186;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/17.+Tirage+poitrine+position+de+fente+%2B+2+bras+%2B+e%CC%81lastique-thumb.jpg";épaules, abdominaux.;"En appui sur la jambe avant, le genou légèrement fléchit. L’autre jambe est en arrière.

Les bras tendus, le long du corps.

Les poignets dirigés vers les cuisses.";"Monter les haltères et amener les mains à hauteur des épaules.

Revenir lentement en maintenant les bras tendus en position de départ.

Tenir les abdominaux.";Élévation frontale et latérale;3x12 répétitions;problème d’épaule
2.5 - Crunch sol avec ramener de genoux;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/3.+Crunch+au+sol+%2B+ramener+de+genoux.mp4;groupes-musculaires/abdos/3. Crunch au sol + ramener de genoux.mp4;0.8235;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/3.+Crunch+au+sol+%2B+ramener+de+genoux-thumb.jpg";Droit de l’abdomen;"Couché sur le dos.

Courbe lombaire neutre.

Main derrière la tête.

Genoux à 90°";"Relever le buste, en gardant l’espace d’un point entre le menton et le corps et ramener les genoux vers la poitrine.

Expirez en faisant le mouvement.

Revenir sans poser la tête au sol.";;3x 15 répétitions;Aucune
Crunch sur bosu avec pieds sur ballon;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/13.+Cruch+Bosu+%2B+pied+ballon+F.mp4;groupes-musculaires/abdos/13. Cruch Bosu + pied ballon F.mp4;0.7213;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/13.+Cruch+Bosu+%2B+pied+ballon+F-thumb.jpg";Droit de l’abdomen et transverse.;"Fessier et milieu du dos sur le bosu.

Main derrière la tête.

Genoux fléchis pieds sur le ballon.";"Relever le buste, en gardant l’espace d’un point entre le menton et le corps.

Redescendre en posant les omoplates sur le bosu.

Expirez en faisant le mouvement.";Crunch;3x 15 à 20 répétitions;aucune
Tirage poitrine à genoux sol + élastique;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/dos/4.+tirage+poitrine+a%CC%80+genoux+%2B+2+bras+et+e%CC%81lasique.mp4;groupes-musculaires/dos/4. tirage poitrine à genoux + 2 bras et élasique.mp4;0.8642;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/4.+tirage+poitrine+a%CC%80+genoux+%2B+2+bras+et+e%CC%81lasique-thumb.jpg";Grand dorsal, biceps.;"A genoux au sol.

Bras tenus vers l’avant.";"Tirer les coudes vers l’arrière et resserrer les omoplates.

Les mains viennent vers les épaules.

Revenir lentement sans bloquer les coudes.

Tenir les abdominaux.";Tirage poitrine;3X12 répétitions;douleur d’épaule + épicondylite
Rowing;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/machine/18.+Dos+rowing.mp4;programmes-predefinis/machine/18. Dos rowing.mp4;0.75;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/18.+Dos+rowing-thumb.jpg";Grand dorsal, biceps;"Assis avec l’abdomen et le milieu de la poitrine contre le siège avant.

Courbe lombaire neutre.

Les bras tendus avec les coudes souples.";"Tirer les deux coudes vers l’arrière en serrant tout à la fois les omoplates.

Revenir bras tendu sans bloquer les coudes.

Tenir les abdominaux.";Epaule;3x 12 répétitions;épicondylite
Antépulsion debout avec 2 haltères;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/pectoraux/53.+Ante%CC%81pulsion+debout+avec+deux+halte%CC%80res.mp4;programmes-predefinis/pectoraux/53. Antépulsion debout avec deux haltères.mp4;0.9296;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/53.+Ante%CC%81pulsion+debout+avec+deux+halte%CC%80res-thumb.jpg";Pectoraux, épaule.;"Debout, genoux légèrement fléchis, les pieds largeur du bassin.

Les bras tendus le long du corps avec les haltères.

Courbe lombaire neutre.";"Monet les haltères à hauteur du visage.

Revenir bras tendus sans bloquer les coudes en position de départ.

Tenir les abdominaux.";Antépulsion;3x12 répétitions;antépulsion
Tirage poitrine debout position de squat + 1 bras;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/dos/14.Tirage+poitrine+debout+position+de+squat+%2B+1+bras.mp4;groupes-musculaires/dos/14.Tirage poitrine debout position de squat + 1 bras.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/14.Tirage+poitrine+debout+position+de+squat+%2B+1+bras-thumb.jpg";Grand dorsal, biceps.;"Debout, pieds largeur des épaules et les genoux légèrement fléchis.

Main à l’extrémité de la poulie ou à l’élastique.";"Tirer le coude vers l’arrière et resserrer les omoplates.

La main longe la poitrine.

Revenir lentement sans bloquer les coudes.

Tenir les abdominaux.";Tirage;3X15 répétitions;aucune
Squat sauté avec demi-tour;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/cardio/13.+Squat+avec+demi-tour.mp4;groupes-musculaires/cardio/13. Squat avec demi-tour.mp4;0.8696;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/13.+Squat+avec+demi-tour-thumb.jpg";Fessier, cuisse, ischio, mollet.;Debout, les pieds largeur des épaules ou u peu plus.;"S’assoir en poussant le fessier en arrière et amener l’arrière cuisse parallèlement au sol et les genoux dans l’axe des orteils. Le dos s’incline à 45 ° vers l’avant.

Puis se propulser avec force pour décoller du sol jambe tendu et en même temps effectuer un demi-tour.

Se réceptionner en position assis et répéter le mouvement dans l’autre sens.";;3x30 secondes;problème genoux et cardio-vasculaire
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
Oblique debout avec élastique ou poulie milieu;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/23.+Oblique+debout+%2B+e%CC%81lastique+ou+poulie+milieu+H.mp4;groupes-musculaires/abdos/23. Oblique debout + élastique ou poulie milieu H.mp4;0.9213;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/23.+Oblique+debout+%2B+e%CC%81lastique+ou+poulie+milieu+H-thumb.jpg";Obliques et épaules.;"Debout pieds à la largeur des épaules.

Genoux souples et dos neutre.

Sangle à la main et les bras tendus.";"Faite une rotation sur le côté en contractant un peu les abdominaux.

Revenir lentement en inspirant.";Oblique;3x 15 à 20 répétitions;aucune
Crunch sur ballon et bras tendus avec haltère;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/17.Cruch+sur+le+ballon+%2B+bras+tendus+avec+halte%CC%80re+.mp4;groupes-musculaires/abdos/17.Cruch sur le ballon + bras tendus avec haltère .mp4;0.9213;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/17.Cruch+sur+le+ballon+%2B+bras+tendus+avec+halte%CC%80re+-thumb.jpg";Droit de l’abdomen, transverse et épaule.;"Fessier et haut du dos sur le ballon.

Bras tendus au-dessous la tête.

Genoux fléchis et pieds au sol.";"Relever le buste, en gardant l’espace d’un point entre le menton et le corps.

Maintenir les bras tendus.

Redescendre en posant le haut du dos sur le ballon.

Expirez en faisant le mouvement.";Crunch;3x 15 à 20 répétitions;aucune
Rowing planche + haltère;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/dos/39.+Rowing+planche+%2B+halte%CC%80re.mp4;groupes-musculaires/dos/39. Rowing planche + haltère.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/39.+Rowing+planche+%2B+halte%CC%80re-thumb.jpg";Grand dorsal, biceps.;"En appui sur les pieds et sur les haltères.

Courbe du dos neutre.

Tête dans le prolongement de la colonne vertébrale.";"Tirer le coude vers le haut en maintenant les deux hanches parallèlement au sol.

L’haltère vient vers l’épaule.

Revenir lentement sans bloquer les coudes.

Tenir les abdominaux.";Rowing;3X12 répétitions;problème cardio-vasculaire-lombaire- épaule- épicondylite
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
Gainage planche au sol + relevé de jambe.;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/47.+Gainage+planche+au+sol+%2B+releve%CC%81+de+pieds+H.mp4;groupes-musculaires/abdos/47. Gainage planche au sol + relevé de pieds H.mp4;0.8608;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/47.+Gainage+planche+au+sol+%2B+releve%CC%81+de+pieds+H-thumb.jpg";Transverse, épaule, bas du dos, cuisse.;"Coude et épaule alignés en appuie sur les avant-bras et les pieds.

Tête dans le prolongement de la colonne.

Courbe lombaire neutre.";"Maintenir la position en contractant un peu les abdominaux.

Relevé la jambe lentement l’une après l’autre. (Bien tendre la jambe)

Maintenir le bassin statique et à la même hauteur durant l’exercice.

Inspirer avec le nez et expirer avec la bouche.";Gainage;2x 30 à 60 secondes.;problème cardio vasculaire
Triceps couché sur le ballon + 1 haltère;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/triceps/10.+Triceps+couche%CC%81+ballon+%2B+1+halte%CC%80re.mp4;groupes-musculaires/triceps/10. Triceps couché ballon + 1 haltère.mp4;0.8986;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/10.+Triceps+couche%CC%81+ballon+%2B+1+halte%CC%80re-thumb.jpg";Triceps, épaules.;"La tête et les omoplates en appui sur le ballon et les pieds ancrés au sol.

Les bras tendus avec l’haltère à hauteur du haut de la poitrine.

Courbe lombaire neutre.";"Descendre l’haltère derrière la tête en fléchissant les coudes.

Remonter l’haltère bras tendus sans bloquer, ni bouger les coudes.

Tenir les abdominaux.";Triceps;3X15 répétitions;épicondylite
Triceps en appui sur ballon + haltère;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/triceps/18.+Triceps+en+appui+sur+le+ballon+%2B+halte%CC%80re+.mp4;groupes-musculaires/triceps/18. Triceps en appui sur le ballon + haltère .mp4;0.9589;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/18.+Triceps+en+appui+sur+le+ballon+%2B+halte%CC%80re+-thumb.jpg";Triceps, épaules, abdominaux.;"Un genou et une main en appui sur le ballon. L’autre jambe est tendue au sol avec le genou

fléchit.

Le coude fléchit à 90° près du corps.

Courbe du dos neutre et incliné vers l’avant.

Tête dans le prolongement de la colonne vertébrale.";"Tendre le bras sans bouger le coude.

Revenir lentement en fléchissant le coude à 90°

Tenir les abdominaux.";Triceps;3X12 répétitions;épicondylite (coude)- douleur lombaire
Squat abduction de hanche ;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/machine/11.+Fessier+abduction+de+hanche.mp4;programmes-predefinis/machine/11. Fessier abduction de hanche.mp4;0.8077;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/11.+Fessier+abduction+de+hanche-thumb.jpg";Fessier, cuisse, ischio, mollet.;"Debout, pieds parallèles largeur des épaules.

L’élastique band au-dessus des genoux.";"Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.

Amener les arrières cuisses parallèlement au sol.

Maintenir la position assise, ouvrir le pied droit et ramener le pieds gauche, puis ouvrir le pied gauche et Ramener le pied droit.

Tenir les abdominaux.";Squat;3x 15 répétitions;aucune
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
10.8 - Triceps debout + poulie et corde;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/triceps/3.+Triceps+debout+%2B+poulie+haute+et+corde.mp4;groupes-musculaires/triceps/3. Triceps debout + poulie haute et corde.mp4;0.8571;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/3.+Triceps+debout+%2B+poulie+haute+et+corde-thumb.jpg";Triceps, épaules.;"Debout en appui sur une jambe, les genoux légèrement fléchis.

Les bras fléchis à 90 °

Allonger la colonne vertébrale.";"Tendre les bras sans écarter les coudes de la taille puis revenir en fléchissant les coudes à 90°.

Tenir les abdominaux.";;3x 12 répétitions;Aucune
Gainage planche avec tape sur le côté ;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/64.+Gainage+planche+avec+mains+sur+ballon+H.mp4;groupes-musculaires/abdos/64. Gainage planche avec mains sur ballon H.mp4;0.7632;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/64.+Gainage+planche+avec+mains+sur+ballon+H-thumb.jpg";Fessier, cuisse, ischio, mollet.;"Coude et épaule alignés en appuie sur les avant-bras et les pieds.

Tête dans le prolongement de la colonne.

Courbe lombaire neutre.";"Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.

Amener les arrières cuisses parallèlement au sol.

Remonter et tendre la jambe sur le côté.

Repartir et faire la même chose avec l’autre jambe

Tenir les abdominaux.";Gainage;3x 30 à 60 secondes;problème cardio vasculaire
Elévation latérale à genoux sur le bosu + haltère;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/7.+Biceps+a%CC%80+genoux+sur+le+bosu+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/7. Biceps à genoux sur le bosu + haltère.mp4;0.7317;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/7.+Biceps+a%CC%80+genoux+sur+le+bosu+%2B+halte%CC%80re-thumb.jpg";épaules, abdominaux.;"A genoux au centre du bosu.

Les bras tendus vers l’avant à hauteur du bassin.

Les poignets dirigés vers l’intérieur.

Courbe lombaire neutre.";"Monter les deux bras sur le côté et amener les mains à hauteur des épaules et pas plus !

Revenir lentement en maintenant les bras tendus sans bloquer les coudes, en position de départ.

Tenir les abdominaux.";Élévation frontale et latérale;3x12 répétitions;problème d’épaule
Tap up sur le step;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/cardio/20.+Tap+up+sur+le+step.mp4;groupes-musculaires/cardio/20. Tap up sur le step.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/20.+Tap+up+sur+le+step-thumb.jpg";Cuisse;Les pieds largeur des hanches et les bras le long du corps.;"Poser la pointe du pied sur le step puis se propulser afin de venir toucher le step avec l’autre

pointe de pied.

Répéter le mouvement alternativement. Les coudes près de la taille suivent le mouvement.";Cardio;3x30 secondes;aucune
Crunch oblique au sol et extension de jambes;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/24.+Crunch+oblique+au+sol+%2B+extension+de+jambe+F.mp4;groupes-musculaires/abdos/24. Crunch oblique au sol + extension de jambe F.mp4;0.9302;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/24.+Crunch+oblique+au+sol+%2B+extension+de+jambe+F-thumb.jpg";Obliques.;"Couché sur le dos avec les mains derrière la tête.

Tête dans le prolongement de la colonne.

Courbe lombaire neutre.

Genoux fléchis.";"Relever le buste et rapprocher le coude du genou.

Tendre l’autre jambe entre 45° et 90°.

Revenir en position départ.

Expirez à chaque extension de jambes.";Crunch;3x 15 à 20 répétitions;aucune
6.8 - Jumping jack touché sol niveau 1;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/cardio/17.+jumping+jack+touche%CC%81+sol+niveau+1.mp4;groupes-musculaires/cardio/17. jumping jack touché sol niveau 1.mp4;0.9412;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/17.+jumping+jack+touche%CC%81+sol+niveau+1-thumb.jpg";fessier, cuisse, ischio, mollet.;"Debout, les pieds joins.

Les bras le long du corps";"Sauter en écartant les deux pieds sur le côté et venir toucher le sol main la main droite.

Puis se propulser avec force pour décoller du sol jambe tendu et revenir pieds joins.

Répéter le mouvement et toucher le sol avec la main gauche.";;3x 30 secondes;Genoux
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
Fente pied arrière TRX + pied avant bosu;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/fessiers-jambes/20.+Fente+pied+arrie%CC%80re+TRX++%2B+pied+avant+bosu+F.mp4;groupes-musculaires/fessiers-jambes/20. Fente pied arrière TRX  + pied avant bosu F.mp4;0.9744;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/20.+Fente+pied+arrie%CC%80re+TRX++%2B+pied+avant+bosu+F-thumb.jpg";Fessier, cuisse, ischio, mollet, cheville.;"Pied avant au centre du bosu.

Aligner le genou de la jambe avant sous la cheville.

Le genou de la jambe arrière est fléchit et la jambe relâchée.

Pied dans la sangle du TRX.";"Transférer le poids du corps sur la jambe avant.

Descendre en poussant légèrement le fessier vers l’arrière.

Amener l’arrière cuisse de la jambe avant parallèlement au sol au maximum.

Remonter sans bloquer le genou et en maintenant l’axe genou-cheville.

Inspirer sur la descente et tenir les abdominaux.";Fente;3x15 répétitions;genoux
Spoas illiaque avec 1 genou au sol;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/streching/10.+Spoas+illiaque+un+genou+au+sol.mp4;groupes-musculaires/streching/10. Spoas illiaque un genou au sol.mp4;0.875;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/10.+Spoas+illiaque+un+genou+au+sol-thumb.jpg";Spoas iliaque;"Le genou de la jambe avant est fléchit et aligné avec la cheville.

La jambe arrière est tendu avec le genou au sol.

Le dos droit et les mains sur la cuisse.";"Faire doucement un déport de poids de corps vers l’avant.

Basculer le bassin.

Gonfler le ventre à chaque inspiration et vider l’air des poumons à chaque expiration.

Faire la même chose avec l’autre côté.";Spoas illiaque;1x 60 secondes;aucune
Fente sauté bras devant la poitrine;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/cardio/2.+fente+saute%CC%81+main+devant+poitrine.mp4;groupes-musculaires/cardio/2. fente sauté main devant poitrine.mp4;0.8657;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/2.+fente+saute%CC%81+main+devant+poitrine-thumb.jpg";Fessier, cuisse, ischio, mollet.;Pieds joins à la largeur des hanches et les bras le long du corps.;"Sauté tout en fléchissant le genou de la jambe avant et arrière et amener les bras à hauteur de la poitrine.

Maintenir le genou avant sous la cheville et l’arrière cuisse parallèlement au sol.

Remonter en sautant avec force et en même temps amener la jambe arrière devant en maintenant l’axe genou-cheville.

Inspirer sur la descente et tenir les abdominaux.";Cardio;3x30 secondes;genoux
Squat swing avec ketter bell;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/fessiers-jambes/44.+Squat+swing+avec+ketter+bell.mp4;groupes-musculaires/fessiers-jambes/44. Squat swing avec ketter bell.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/44.+Squat+swing+avec+ketter+bell-thumb.jpg";Fessier, cuisse, ischio, mollet.;"Debout, pieds parallèles.

Les genoux fléchis en position de ½ squat.

Bras tendus vers le sol avec le ketter bell sous le bassin.";"Faire une remontée rapide en enchainant une bascule du bassin et en même temps envoyer

le poids vers l’avant. (à hauteur des yeux)

Redescendre en position initiale en tenant bien les abdominaux et en maitrisant la charge qui

redescend également.

Expirer lors de la montée.";Squat;3x15 répétitions;genoux
Adduction des omoplates contre le mur;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/dos/61.+Adduction+des+omoplates+contre+mur.mp4;groupes-musculaires/dos/61. Adduction des omoplates contre mur.mp4;0.9577;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/61.+Adduction+des+omoplates+contre+mur-thumb.jpg";Haut du dos.;"Debout, le haut du dos contre le mur.

Les coudes sous l’articulations de l’épaule et contre le mur.

Avancer les pieds à 50 cm du mur.";"En poussant les coudes dans le mur, décoller le haut du dos du mur. Inspirer.

Revenir doucement, le haut du dos contre le mur.";Adduction;2X10 à 12 répétitions;épaule
Rotation interne des épaules debout + élastique;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/rehabilitation-dos/1.+Rotation+externe+des+e%CC%81paules+assis+ballon+%2B+e%CC%81lastique.mp4;programmes-predefinis/rehabilitation-dos/1. Rotation externe des épaules assis ballon + élastique.mp4;0.8125;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/1.+Rotation+externe+des+e%CC%81paules+assis+ballon+%2B+e%CC%81lastique-thumb.jpg";épaules, abdominaux.;"Debout, pieds largeur du bassin.

Les coudes fléchis près de la taille et la main dirigé vers l’extérieur.

Le poignet dirigé vers l’intérieur.

Courbe lombaire neutre.";"Tirer l’élastique près du corps en gardant le coude à la taille.

Revenir lentement en maintenant le coudes à taille en position de départ.

Tenir les abdominaux.";Coiffe;3x15 répétitions;aucune
Gainage planche avant-bras sur le ballon.;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/53.+Gainage+planche+avant+bras+sur+le+bosu+F.mp4;groupes-musculaires/abdos/53. Gainage planche avant bras sur le bosu F.mp4;0.8642;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/53.+Gainage+planche+avant+bras+sur+le+bosu+F-thumb.jpg";Transverse, épaule.;"Coude et épaule alignés en appuie sur le ballon.

Tête dans le prolongement de la colonne.

Courbe lombaire neutre.";"Maintenir la position en contractant un peu les abdominaux.

Maintenir le bassin statique et à la même hauteur durant l’exercice.

Inspirer avec le nez et expirer avec la bouche.";Gainage;2x 30 à 60 secondes.;problème cardio vasculaire
