Title;S3 Video URL;S3 Match File;S3 Match Score;Image de couverture;Muscle cible;Position de depart;Mouvement;Thème;serie;Contre-indication
Gainage assis sur le ballon + relevé de jambe;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/80.+Gainage+assis+sur+le+ballon+%2B+releve%CC%81+de+jambe.mp4;groupes-musculaires/abdos/80. Gainage assis sur le ballon + relevé de jambe.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/80.+Gainage+assis+sur+le+ballon+%2B+releve%CC%81+de+jambe-thumb.jpg";Transverse, dos.;"Assis sur le ballon

Allonger la colonne vertébrale.

Courbe lombaire neutre.";"Maintenir la position en contractant un peu les abdominaux.

Lever lentement un pied après l’autre en maintenant l’équilibre.

Inspirer sur le mouvement. Expirer avec la bouche.";Gainage;2x 12 répétitions;aucune
Gainage oblique à genoux avec bosu et pieds décollés;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/33.+Gainage+oblique+a%CC%80+genoux+sur+le+Bosu+%2B+pieds+de%CC%81colle%CC%81s+F.mp4;groupes-musculaires/abdos/33. Gainage oblique à genoux sur le Bosu + pieds décollés F.mp4;0.8762;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/33.+Gainage+oblique+a%CC%80+genoux+sur+le+Bosu+%2B+pieds+de%CC%81colle%CC%81s+F-thumb.jpg";Obliques et épaules.;"A genoux sur le bosu avec les pieds décollés.

Dos neutre.

Tête dans le prolongement de la colonne.

Élastique à la main.";"Tourner sur le côté avec les bras tendus en stabilisant le bassin.

Revenir en contractant un peu les abdominaux.

Expirer sur le mouvement.";Gainage, Oblique;2x 30 à 60 secondes.;aucune
Gainage oblique sur le côté avec flexion de hanche;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/24.3+Gainage+oblique+sur+le+co%CC%82te%CC%81+avec+flexion+de+hanche.mp4;groupes-musculaires/abdos/24.3 Gainage oblique sur le côté avec flexion de hanche.mp4;0.9804;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/24.3+Gainage+oblique+sur+le+co%CC%82te%CC%81+avec+flexion+de+hanche-thumb.jpg";Obliques.;"Couché sur le côté.

Une main allongée au sol et l’autre derrière la tête.

Jambes tendues.";"Relever le buste en même temps que les deux genoux.

Amener les deux genoux vers la poitrine et toucher la cheville de la main.

Revenir en position départ.

Expirez à chaque relevé.";Gainage, Oblique;3x 15 à 20 répétitions;aucune
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
3.2 - Fente sol + haltère;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/fessiers-jambes/10.+Fente+2+bosu+%2B+halte%CC%80re+F.mp4;groupes-musculaires/fessiers-jambes/10. Fente 2 bosu + haltère F.mp4;0.6977;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/10.+Fente+2+bosu+%2B+halte%CC%80re+F-thumb.jpg";fessier, cuisse, ischio, mollet.;"Aligner le genou de la jambe avant sous la cheville.

Le genou de la jambe arrière est fléchi et la jambe relâchée.

Haltères aux mains";"Transférer le poids du corps sur la jambe avant.

Descendre en poussant légèrement le fessier vers l’arrière.

Amener l’arrière cuisse de la jambe avant parallèlement au sol au maximun.

Remonter sans bloquer le genou et en maintenant l’axe genou-cheville.

Inspirer sur la descente et tenir les abdominaux.";;3x 15 répétitions;Genoux
Pompe à genoux mains sur le bosu;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/pectoraux/31.+Pompe+a%CC%80+genoux+%2B+main+bosu.mp4;programmes-predefinis/pectoraux/31. Pompe à genoux + main bosu.mp4;0.8571;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/31.+Pompe+a%CC%80+genoux+%2B+main+bosu-thumb.jpg";Pectoraux, triceps, abdominaux.;"Les genoux à 45°, les mains légèrement vers l’avant sur le bosu.

Courbe lombaire neutre.";"Descendre le buste en fléchissant les deux coudes et toucher le bosu.

Puis remonter les bras tendus sans bloquer les coudes.

Maintenir le plus possible le bosu stable.

Tenir les abdominaux.";Pompe;3x12 répétitions;épaule
4.1 - Fente arrière + fente avant avec haltère.;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/fessiers-jambes/12.+Fente+pied+arrie%CC%80re+banc+%2B+halte%CC%80re+F.mp4;groupes-musculaires/fessiers-jambes/12. Fente pied arrière banc + haltère F.mp4;0.6579;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/12.+Fente+pied+arrie%CC%80re+banc+%2B+halte%CC%80re+F-thumb.jpg";fessier, cuisse, ischio, mollet.;"Pieds largeur des épaules.

Haltère aux mains.";"Faire un pas en arrière et enchainer avec une flexion du genou.

Revenir en position de départ en mettant le poids du corps sur la jambe d’appui.

Repartir avec la même jambe en faisant un pas en avant et une flexion du genou.

Revenir en position de départ.

Inspirer sur la descente et tenir les abdominaux";Jambe;3X 12 à 15 Répétitions;Genoux
Elévation latérale 1 bras devant + élastique;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/dos/60.+Adduction+des+omoplates+debout+%2B+e%CC%81lastique.mp4;groupes-musculaires/dos/60. Adduction des omoplates debout + élastique.mp4;0.6098;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/60.+Adduction+des+omoplates+debout+%2B+e%CC%81lastique-thumb.jpg";épaules, abdominaux.;"En appui sur la jambe avant, le genou légèrement fléchit. L’autre jambe est en arrière.

Les bras tendus vers l’avant sous le bassin.

Les poignets dirigés vers l’intérieur.";"Tirer l’élastique sur le côté et amener les mains à hauteur des épaules et pas plus !

Revenir lentement en maintenant les bras tendus sans bloquer les coudes, en position de départ.

Tenir les abdominaux.";Elévation;3x15 répétitions;épaule
DV debout position de fente + poulie milieu;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/pectoraux/3.+DV+position+de+fente+%2B+poulies+hautes.mp4;programmes-predefinis/pectoraux/3. DV position de fente + poulies hautes.mp4;0.7632;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/3.+DV+position+de+fente+%2B+poulies+hautes-thumb.jpg";Pectoraux, triceps.;"Genoux et cheville de la jambe avant alignés.

Le genou de la jambe arrière est fléchi.

Le dos penché en avant à partir des hanches.

La courbe lombaire neutre.

Les coudes fléchis à 90° et les mains sous les épaules.";"Tendre les bras et le rejoindre en fin de mouvement sans bloquer les coudes.

Revenir les coudes fléchis à 90° derrière les épaules.

Tenir les abdominaux.";Développé;3x12 répétitions;épaule
Développé nuque;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/fessiers-jambes/43.+Squat+%2B+Dv+nuque.mp4;groupes-musculaires/fessiers-jambes/43. Squat + Dv nuque.mp4;0.5517;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/43.+Squat+%2B+Dv+nuque-thumb.jpg";Epaule;"Assis sur le siège

Les coudes fléchis le long du corps.

Courbe lombaire neutre.";"Tendre les deux bras sans bloquer les coudes.

Revenir lentement en position de départ.

Tenir les abdominaux.";Epaule;3x 12 répétitions;épaule
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
Squat + biceps curl;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/fessiers-jambes/42..+Squat+biceps+F.mp4;groupes-musculaires/fessiers-jambes/42.. Squat biceps F.mp4;0.8387;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/42..+Squat+biceps+F-thumb.jpg";Fessier, cuisse, ischio, mollet.;"Debout, pieds parallèles largeur des épaules.

Bras tendu le long du corps.

Haltère aux mains.";"Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.

Les genoux peuvent avancer jusqu’à la pointe des pieds.

Amener les arrières cuisses parallèlement au sol.

Remonter sans bloquer les genoux et fléchir les deux coudes.

Inspirer sur la descente et tenir les abdominaux.";Squat;3x15 répétitions;genoux
1.4 - Extension de jambes tendues avec ballon au cheville et tête au sol;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/10.1+extension+de+jambes+tendues+avec+ballon+au+cheville+et+te%CC%82te+au+sol.mp4;groupes-musculaires/abdos/10.1 extension de jambes tendues avec ballon au cheville et tête au sol.mp4;0.971;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/10.1+extension+de+jambes+tendues+avec+ballon+au+cheville+et+te%CC%82te+au+sol-thumb.jpg";Transverse – muscle profond de l’abdomen, épaule;"Couché sur le dos.

Courbe lombaire neutre.

Bras le long du corps.

Jambes tendues à 90°";"Tendre les jambes l’une après l’autre entre 45° et 90° et descendre les bras à hauteur des oreilles.

Revenir en position départ.

Expirez à chaque extension de jambes.";Abdominaux;1x 15 à 20 répétitions;Lombalgie
Butterfly couché sol + haltère;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/pectoraux/18.+Butterfly+couche%CC%81+bosu+%2B+halte%CC%80re.mp4;programmes-predefinis/pectoraux/18. Butterfly couché bosu + haltère.mp4;0.9123;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/18.+Butterfly+couche%CC%81+bosu+%2B+halte%CC%80re-thumb.jpg";Pectoraux, épaule, chaines postérieures.;"Couché au sol, les genoux fléchis avec les pieds au sol.

Les bras tendus avec les haltères à hauteur du haut de la poitrine.

Courbe lombaire neutre.";"Descendre bras tendus sur le côté, à hauteur des épaules

Remonter les bras tendus sans bloquer les coudes à hauteur du haut de la poitrine.

Tenir les abdominaux.";Butterfly;3x12 répétitions;épaule
Pompe sur les pieds + mains sur le bosu;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/pectoraux/35.+Pompe+sur+les+pieds++%2B+mains+bosu.mp4;programmes-predefinis/pectoraux/35. Pompe sur les pieds  + mains bosu.mp4;0.8955;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/35.+Pompe+sur+les+pieds++%2B+mains+bosu-thumb.jpg";Pectoraux, triceps.;"Les mains légèrement en avant sur le bosu.

Les pieds écartés, ancrés au sol.

Courbe lombaire neutre.";"Descendre le buste en fléchissant les deux coudes et toucher le bosu.

Puis remonter les bras tendus sans bloquer les coudes.

Maintenir la stabilité du bosu.

Tenir les abdominaux.";Pompe;3x12 répétitions;épaule
Jumping jack avec band + bras;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/cardio/8.+Jumping+avec+les+bras.mp4;groupes-musculaires/cardio/8. Jumping avec les bras.mp4;0.75;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/8.+Jumping+avec+les+bras-thumb.jpg";Cuisse, fessier.;"Debout, les pieds un peu plus large que les épaules.

Les bras le long du corps et la courbe lombaire neutre.

L’élastique bande autour et au-dessus des genoux.";"Sauter en ouvrant et en fermant les deux pieds tout en fléchissant légèrement les genoux et

en levant les bras au plafond.";Cardio;3x30 secondes;genoux
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
Rowing + squat + poulie basse et corde;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/dos/32.+Rowing+%2B+squat+%2B+poulie+basse+et+corde.mp4;groupes-musculaires/dos/32. Rowing + squat + poulie basse et corde.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/32.+Rowing+%2B+squat+%2B+poulie+basse+et+corde-thumb.jpg";Grand dorsal, biceps.;"Debout genoux légèrement fléchis.

Pieds largeur des épaules ou plus.

Bras tenus vers le bas.

Courbe lombaire neutre.";"Debout genoux légèrement fléchis.

Pieds largeur des épaules ou plus.

Bras tenus vers le bas.

Courbe lombaire neutre.";Rowing;3X15 répétitions;aucune
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
DV couché ballon + pieds banc + élastique;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/pectoraux/12.+DV+couche%CC%81+ballon+%2B+pieds+banc++%2B+e%CC%81lastique.mp4;programmes-predefinis/pectoraux/12. DV couché ballon + pieds banc  + élastique.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/12.+DV+couche%CC%81+ballon+%2B+pieds+banc++%2B+e%CC%81lastique-thumb.jpg";Pectoraux, triceps, chaines postérieures.;"La tête et les omoplates en appui sur le ballon, le bassin décollé, les pieds sur le banc.

Les bras tendus avec l’élastique à hauteur du haut de la poitrine.

Courbe lombaire neutre.";"Descendre en fléchissant les coudes, légèrement sous les épaules.

Remonter les bras tendus sans bloquer les coudes à hauteur du haut de la poitrine.

Tenir les abdominaux.";Développé;3x12 répétitions;épaule, dos
Abduction des épaules;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/fessiers-jambes/76.+Abduction+debout+%2B+e%CC%81lastique.mp4;groupes-musculaires/fessiers-jambes/76. Abduction debout + élastique.mp4;0.7234;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/76.+Abduction+debout+%2B+e%CC%81lastique-thumb.jpg";Epaule;"Assis sur le siège

Les coudes fléchis sur les coussinets le long du corps.

Courbe lombaire neutre.";"Monter les deux bras et amener les coudes à hauteur des épaules et pas plus.

Revenir lentement en position de départ.

Tenir les abdominaux.";Epaule;3x 12 répétitions;épaule
Rowing pieds bosu + squat;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/dos/34.+Rowing+pieds+bosu+%2B+squat.mp4;groupes-musculaires/dos/34. Rowing pieds bosu + squat.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/34.+Rowing+pieds+bosu+%2B+squat-thumb.jpg";Grand dorsal, biceps.;"Debout genoux légèrement fléchis, pieds au centre et à l’extrémité du bosu.

Bras tendus vers le bas.

Courbe lombaire neutre.";"Descendre s’assoir en poussant le fessier vers l’arrière tout-en maintenant les bras tendus.

Amener l’arrière cuisse parallèlement au sol.

Remonter jambes tendues en tirant la corde entre le nombril et le sternum.

Tenir les abdominaux.";Rowing;3X15 répétitions;aucune
Squat sur le bosu + haltère;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/fessiers-jambes/48.+Squat+bosu+%2B+halte%CC%80re.mp4;groupes-musculaires/fessiers-jambes/48. Squat bosu + haltère.mp4;0.8372;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/48.+Squat+bosu+%2B+halte%CC%80re-thumb.jpg";Fessier, cuisse, ischio, mollet.;"Debout sur le bosu, les pieds parallèles.

Haltère aux mains.";"Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.

Les genoux peuvent avancer jusqu’à la pointe des pieds.

Amener les arrières cuisses parallèlement au bosu.

Remonter sans bloquer les genoux.

Inspirer sur la descente et tenir les abdominaux.";Squat;3x15 répétitions;genoux, dos
Butterfly couché ballon + relevé de bassin + haltère;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/pectoraux/17.+Butterfly+couche%CC%81+banc+%2B+releve%CC%81+de+bassin+%2B+halte%CC%80re.mp4;programmes-predefinis/pectoraux/17. Butterfly couché banc + relevé de bassin + haltère.mp4;0.9574;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/17.+Butterfly+couche%CC%81+banc+%2B+releve%CC%81+de+bassin+%2B+halte%CC%80re-thumb.jpg";Pectoraux, épaules, chaines postérieures.;Les coudes fléchis à 90° et les mains sous les épaules.;"Descendre bras tendus sur le côté, à hauteur des épaules

Remonter les bras tendus sans bloquer les coudes à hauteur du haut de la poitrine.

Tenir les abdominaux.";Butterfly;3x12 répétitions;épaule, dos
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
Course avec talon fesse;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/cardio/10.+Course+talon+fesse.mp4;groupes-musculaires/cardio/10. Course talon fesse.mp4;0.878;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/10.+Course+talon+fesse-thumb.jpg";Fessier, cuisse, ischio, mollet.;Debout sur un pied, l’autre jambe à le talon près du fessier.;"Sauter sur un pied et en même temps amener le talon de l’autre jambe près de fessier.

Enchainer directement avec l’autre pied en maintenant les coudes près de la taille.

Tenir les abdominaux.";;3x30 secondes;aucune
6.3 - Pompe à genoux ou sur les pieds mains écartées;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/haute-intensite/33.+Pompe+sur+les+pieds+avec+mains+e%CC%81carte%CC%81s.mp4;programmes-predefinis/haute-intensite/33. Pompe sur les pieds avec mains écartés.mp4;0.75;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/33.+Pompe+sur+les+pieds+avec+mains+e%CC%81carte%CC%81s-thumb.jpg";pectoraux, triceps.;"A quatre pattes, les mains plus larges que les épaules et les genoux à 45°.

Courbe lombaire neutre.";"Descendre le buste en fléchissant les deux coudes et rapprocher le visage du sol.

Puis remonter les bras tendus sans bloquer les coudes.

Tenir les abdominaux.";;3x 15 répétitions;Epicondylite, épaules
9.6 - Jumping jack avec band mains à la taille;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/cardio/7.+Jumping+jack+main+a%CC%80+la+taille.mp4;groupes-musculaires/cardio/7. Jumping jack main à la taille.mp4;0.7945;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/7.+Jumping+jack+main+a%CC%80+la+taille-thumb.jpg";cuisse, fessier.;"Debout, les pieds un peu plus large que les épaules.

Les mains à la taille et la courbe lombaire neutre.

L’élastique bande autour et au-dessus des genoux.";"Sauter en ouvrant et en fermant les deux pieds tout en fléchissant légèrement les genoux.

Les mains à la taille";;3x 30 secondes;problème cardio vasculaire, genoux
Tirage bras tendus à genoux sol;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/dos/22.+Tirage+bras+tendus+a%CC%80+genoux+disque.mp4;groupes-musculaires/dos/22. Tirage bras tendus à genoux disque.mp4;0.8923;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/22.+Tirage+bras+tendus+a%CC%80+genoux+disque-thumb.jpg";Grand dorsal, triceps.;"A genoux au sol.

Bras tenus vers l’avant, main à hauteur des épaules.

Courbe lombaire neutre.";"Tirer la barre vers les cuisses.

Revenir lentement, mains à hauteur des épaules.

Tenir les abdominaux.";Tirage bras tendu;3X12 répétitions;douleur d’épaule
Oblique sur machine;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/35.+Gainage+oblique+2+bosu+H.mp4;groupes-musculaires/abdos/35. Gainage oblique 2 bosu H.mp4;0.5581;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/35.+Gainage+oblique+2+bosu+H-thumb.jpg";Grand dorsal, biceps;"Assis avec le haut des épaules contre les coussinets.

Courbe lombaire neutre.

Les mains tiennent les sangles.";"Tourner sur le côté sans forcer avec les épaules.

Revenir vers l’axe central lentement et repartir.

Tenir les abdominaux.";Oblique;3x 12 répétitions;aucune
Crunch sur ballon et bras tendus;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/abdos/15.+Cruch+sur+le+ballon+%2B+bras+tendus+F.mp4;groupes-musculaires/abdos/15. Cruch sur le ballon + bras tendus F.mp4;0.8615;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/15.+Cruch+sur+le+ballon+%2B+bras+tendus+F-thumb.jpg";Droit de l’abdomen et transverse.;"Fessier et haut du dos sur le ballon.

Bras tendus derrière la tête.

Genoux fléchis et pieds au sol.";"Relever le buste, en gardant l’espace d’un point entre le menton et le corps.

Maintenir les bras tendus.

Redescendre en posant le haut du dos sur le ballon.

Expirez en faisant le mouvement.";Crunch;3x 15 à 20 répétitions;aucune
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
Spoas illiaque un genou au sol + rotation;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/streching/11.+Spoas+illiaque+un+genou+au+sol+%2B+rotation.mp4;groupes-musculaires/streching/11. Spoas illiaque un genou au sol + rotation.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/11.+Spoas+illiaque+un+genou+au+sol+%2B+rotation-thumb.jpg";Spoas iliaque;"Le genou de la jambe avant est fléchit et aligné avec la cheville.

La jambe arrière est tendu avec le genou au sol.

Le dos droit et les mains sur la cuisse.";"Faire doucement un déport de poids de corps vers l’avant puis une rotation sur le côté.

Gonfler le ventre à chaque inspiration et vider l’air des poumons à chaque expiration.

Faire la même chose avec l’autre côté.";Spoas illiaque;Maintenir 1 minute et plus.;aucune
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
Dips jambes tendues;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/triceps/21.+Dips+jambes+tendues.mp4;groupes-musculaires/triceps/21. Dips jambes tendues.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/21.+Dips+jambes+tendues-thumb.jpg";Triceps, épaules.;"Les mains sur le banc légèrement plus large que les épaules.

Les coudes fléchis à 90°.

Le corps près du banc si possible.

Les genoux fléchis.";"Tendre les bras sans bloquer les coudes, en restant près du banc.

Revenir lentement en fléchissant le coude à 90° sans monter les épaules.

Tenir les abdominaux.";Triceps;3X12 répétitions;épicondylite (coude)- instabilité d’épaule
Développé assis;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/programmes-predefinis/machine/15.+Pectoraux+de%CC%81veloppe%CC%81+assis.mp4;programmes-predefinis/machine/15. Pectoraux développé assis.mp4;0.75;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/15.+Pectoraux+de%CC%81veloppe%CC%81+assis-thumb.jpg";pectoraux, triceps;"Assis avec le dos contre le siège.

La courbe lombaire neutre.

Les coudes fléchis à 90° et les mains sont sous les épaules.";"Tendre les bras et les rejoindre en fin de mouvement sans bloquer les coudes.

Revenir les coudes fléchis à 90°, légèrement derrière les épaules.

Tenir les abdominaux.";Pectoraux;3x 12 répétitions;épicondylite
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
Fente avec main TRX;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/fessiers-jambes/3.+Fente+avec+main+TRX.mp4;groupes-musculaires/fessiers-jambes/3. Fente avec main TRX.mp4;1;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/3.+Fente+avec+main+TRX-thumb.jpg";Fessier, cuisse, ischio, mollet.;"Aligner le genou de la jambe avant sous la cheville.

Le genou de la jambe arrière est fléchit et la jambe relâchée.

Les mains dans les sangles du TRX.";"Transférer le poids du corps sur la jambe avant.

Descendre en poussant légèrement le fessier vers l’arrière.

Amener l’arrière cuisse de la jambe avant parallèlement au sol au maximun.

Remonter sans bloquer le genou et en maintenant l’axe genou-cheville.

Inspirer sur la descente et tenir les abdominaux.";Fente;3x15 répétitions;genoux
6.6 - Course avec talon fesse;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/cardio/10.+Course+talon+fesse.mp4;groupes-musculaires/cardio/10. Course talon fesse.mp4;0.8;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/10.+Course+talon+fesse-thumb.jpg";fessier, cuisse, ischio, mollet.;Debout sur un pied, l’autre jambe à le talon près du fessier.;"Sauter sur un pied et en même temps amener le talon de l’autre jambe près de fessier.

Enchainer directement avec l’autre pied en maintenant les coudes près de la taille.

Tenir les abdominaux.";;3x 30 secondes;Aucun
;https://only-you-coaching.s3.eu-north-1.amazonaws.com/Video/groupes-musculaires/biceps/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re.mp4;groupes-musculaires/biceps/6. Biceps à genoux en appui sur le ballon + haltère.mp4;0;"https://only-you-coaching.s3.eu-north-1.amazonaws.com/thumbnails/6.+Biceps+a%CC%80+genoux+en+appui+sur+le+ballon+%2B+halte%CC%80re-thumb.jpg";;;;;;
